dress_id,kind,archetype_id,x,y,scale,rotation,style_zone,z_layer
dp_7_1,barrier,pro_barrier_07,14193.5,677.0,0.47,0,industrial,32
dp_7_2,construction_barrel,pro_construction_barrel_15,14326.27,600.5,0.48,0,industrial,32
dt_8_0,tree,veg_planter_tree_03,14384.1,824.83,0.82,0,dense_urban,31
dt_8_1,tree,veg_autumn_tree_04,14384.1,879.17,0.78,0,dense_urban,31
dp_8_0,bench,pro_bench_18,14148.5,824.83,0.46,0,dense_urban,32
dp_8_1,utility_box,pro_utility_box_05,14297.9,757.5,0.48,0,dense_urban,32
dp_9_0,construction_barrel,pro_construction_barrel_15,10023.5,935.47,0.39,0,industrial,32
dp_9_1,crate_cluster,pro_crate_cluster_11,10120.0,874.3,0.44,0,industrial,32
dp_9_2,dumpster,pro_dumpster_01,10023.5,1031.82,0.41000000000000003,0,industrial,32
dp_10_0,construction_barrel,pro_construction_barrel_15,10290.75,897.1,0.47,0,industrial,32
dp_10_1,crate_cluster,pro_crate_cluster_11,10229.5,991.3,0.48,0,industrial,32
dp_10_2,dumpster,pro_dumpster_16,10229.5,1031.9,0.43,0,industrial,32
dp_11_0,barrier,pro_barrier_07,11545.75,987.5,0.38,0,industrial,32
dp_11_1,construction_barrel,pro_construction_barrel_15,11504.5,1057.25,0.44,0,industrial,32
dp_11_2,crate_cluster,pro_crate_cluster_11,11602.25,987.5,0.41000000000000003,0,industrial,32
dp_12_0,dumpster,pro_dumpster_01,13585.25,991.0,0.47,0,industrial,32
dp_12_1,utility_box,pro_utility_box_05,13627.5,991.0,0.42,0,industrial,32
dp_12_2,barrier,pro_barrier_07,13530.0,1077.5,0.4,0,industrial,32
dt_13_0,tree,veg_autumn_tree_04,14463.73,1082.5,0.9,0,dense_urban,31
dt_13_1,tree,veg_street_tree_08,14546.47,1082.5,0.82,0,dense_urban,31
dp_13_0,planter,pro_planter_13,14463.73,900.5,0.44,0,dense_urban,32
dp_13_1,hydrant,pro_hydrant_02,14546.47,900.5,0.41000000000000003,0,dense_urban,32
dp_14_0,barrier,pro_barrier_07,9873.5,1139.2,0.46,0,industrial,32
dp_14_1,construction_barrel,pro_construction_barrel_15,9916.0,1139.2,0.48,0,industrial,32
dp_14_2,crate_cluster,pro_crate_cluster_11,9958.5,1139.2,0.49,0,industrial,32
dp_15_0,crate_cluster,pro_crate_cluster_11,10026.6,1208.5,0.44,0,industrial,32
dp_15_1,dumpster,pro_dumpster_16,10118.8,1172.0,0.47,0,industrial,32
dp_15_2,utility_box,pro_utility_box_05,10158.4,1172.0,0.42,0,industrial,32
dp_16_0,barrier,pro_barrier_07,10511.25,1075.1,0.43,0,industrial,32
dp_16_1,construction_barrel,pro_construction_barrel_15,10559.0,1075.1,0.4,0,industrial,32
dp_16_2,crate_cluster,pro_crate_cluster_11,10450.5,1231.65,0.39,0,industrial,32
dp_17_0,barrier,pro_barrier_07,11309.0,1103.5,0.38,0,industrial,32
dp_17_1,construction_barrel,pro_construction_barrel_15,11346.0,1103.5,0.38,0,industrial,32
dp_17_2,crate_cluster,pro_crate_cluster_11,11383.0,1103.5,0.44,0,industrial,32
dt_18_0,tree,veg_street_tree_01,14569.9,1195.83,0.83,0,dense_urban,31
dt_18_1,tree,veg_street_tree_01,14569.9,1224.17,0.78,0,dense_urban,31
dp_18_0,planter,pro_planter_13,14333.0,1195.83,0.43,0,dense_urban,32
dp_18_1,hydrant,pro_hydrant_02,14333.0,1224.17,0.4,0,dense_urban,32
dp_19_0,utility_box,pro_utility_box_05,9684.05,1371.0,0.4,0,industrial,32
dp_19_1,barrier,pro_barrier_07,9719.7,1371.0,0.39,0,industrial,32
dp_19_2,construction_barrel,pro_construction_barrel_15,9755.35,1371.0,0.44,0,industrial,32
dt_20_0,tree,veg_autumn_tree_04,13526.83,1515.0,0.82,0,dense_urban,31
dt_20_1,tree,veg_autumn_tree_04,13686.5,1459.0,0.89,0,dense_urban,31
dp_20_0,planter,pro_planter_13,13443.0,1421.0,0.45,0,dense_urban,32
dp_20_1,hydrant,pro_hydrant_17,13443.0,1459.0,0.41000000000000003,0,dense_urban,32
dt_21_0,tree,veg_autumn_tree_04,13930.5,1371.73,0.83,0,dense_urban,31
dt_21_1,tree,veg_planter_tree_10,13852.17,1496.2,0.78,0,dense_urban,31
dp_21_0,bench,pro_bench_03,13791.83,1305.5,0.49,0,dense_urban,32
dp_21_1,utility_box,pro_utility_box_05,13718.5,1424.97,0.49,0,dense_urban,32
dt_22_0,tree,veg_autumn_tree_04,14468.67,1447.5,0.87,0,dense_urban,31
dt_22_1,tree,veg_planter_tree_10,14609.0,1395.83,0.8,0,dense_urban,31
dp_22_0,hydrant,pro_hydrant_02,14394.5,1362.17,0.49,0,dense_urban,32
dp_22_1,mailbox,pro_mailbox_04,14394.5,1395.83,0.49,0,dense_urban,32
dp_23_0,crate_cluster,pro_crate_cluster_11,9549.7,1557.25,0.46,0,industrial,32
dp_23_1,dumpster,pro_dumpster_01,9671.6,1515.5,0.48,0,industrial,32
dp_23_2,utility_box,pro_utility_box_05,9726.05,1515.5,0.49,0,industrial,32
dp_24_0,barrier,pro_barrier_07,13299.5,1527.75,0.4,0,industrial,32
dp_24_1,construction_barrel,pro_construction_barrel_15,13378.0,1474.5,0.45,0,industrial,32
dp_24_2,crate_cluster,pro_crate_cluster_11,13410.75,1474.5,0.41000000000000003,0,industrial,32
dt_25_0,tree,veg_planter_tree_03,13820.33,1681.9,0.96,0,dense_urban,31
dt_25_1,tree,veg_street_tree_01,13883.67,1681.9,0.85,0,dense_urban,31
dp_25_0,mailbox,pro_mailbox_04,13820.33,1540.0,0.48,0,dense_urban,32
dp_25_1,bench,pro_bench_18,13883.67,1540.0,0.43,0,dense_urban,32
dt_26_0,tree,veg_planter_tree_03,14063.33,1665.9,0.76,0,dense_urban,31
dt_26_1,tree,veg_autumn_tree_04,14104.67,1665.9,0.86,0,dense_urban,31
dp_26_0,utility_box,pro_utility_box_05,14063.33,1495.0,0.48,0,dense_urban,32
dp_26_1,planter,pro_planter_13,14009.0,1601.27,0.43,0,dense_urban,32
dt_27_0,tree,veg_planter_tree_10,14322.5,1622.27,0.91,0,dense_urban,31
dt_27_1,tree,veg_planter_tree_03,14268.17,1738.8,0.94,0,dense_urban,31
dp_27_0,hydrant,pro_hydrant_02,14231.83,1560.0,0.44,0,dense_urban,32
dp_27_1,mailbox,pro_mailbox_04,14268.17,1560.0,0.41000000000000003,0,dense_urban,32
dt_28_0,tree,veg_planter_tree_03,13535.6,1767.17,0.95,0,dense_urban,31
dt_28_1,tree,veg_planter_tree_10,13535.6,1798.83,0.84,0,dense_urban,31
dp_28_0,mailbox,pro_mailbox_04,13281.5,1767.17,0.46,0,dense_urban,32
dp_28_1,bench,pro_bench_03,13281.5,1798.83,0.42,0,dense_urban,32
dp_29_0,barrier,pro_barrier_07,7866.25,1847.5,0.45,0,industrial,32
dp_29_1,construction_barrel,pro_construction_barrel_15,7895.0,1847.5,0.47,0,industrial,32
dp_29_2,crate_cluster,pro_crate_cluster_11,7824.5,1964.75,0.48,0,industrial,32
dp_30_0,utility_box,pro_utility_box_05,8092.75,1912.5,0.38,0,industrial,32
dp_30_1,barrier,pro_barrier_07,8037.5,1990.0,0.44,0,industrial,32
dp_30_2,construction_barrel,pro_construction_barrel_15,8177.25,1912.5,0.47,0,industrial,32
dt_31_0,tree,veg_street_tree_08,13491.5,1909.17,0.79,0,dense_urban,31
dt_31_1,tree,veg_autumn_tree_04,13491.5,1942.83,0.88,0,dense_urban,31
dp_31_0,planter,pro_planter_13,13331.5,1909.17,0.41000000000000003,0,dense_urban,32
dp_31_1,hydrant,pro_hydrant_02,13430.5,1862.5,0.39,0,dense_urban,32
dt_32_0,tree,veg_autumn_tree_04,13787.83,2014.5,0.76,0,dense_urban,31
dt_32_1,tree,veg_planter_tree_10,13878.5,1950.3,0.75,0,dense_urban,31
dp_32_0,planter,pro_planter_13,13738.5,1904.1,0.42,0,dense_urban,32
dp_32_1,hydrant,pro_hydrant_02,13824.17,1844.9,0.4,0,dense_urban,32
dt_33_0,tree,veg_street_tree_01,14130.5,1918.03,0.85,0,dense_urban,31
dt_33_1,tree,veg_planter_tree_10,14050.83,2042.5,0.79,0,dense_urban,31
dp_33_0,utility_box,pro_utility_box_05,13989.17,1851.8,0.48,0,dense_urban,32
dp_33_1,planter,pro_planter_13,13914.5,1971.27,0.49,0,dense_urban,32
dt_34_0,tree,veg_planter_tree_10,14304.5,1957.63,0.9199999999999999,0,dense_urban,31
dt_34_1,tree,veg_planter_tree_10,14242.17,2064.5,0.83,0,dense_urban,31
dp_34_0,planter,pro_planter_13,14197.83,1900.2,0.44,0,dense_urban,32
dp_34_1,hydrant,pro_hydrant_17,14242.17,1900.2,0.47,0,dense_urban,32
dp_35_0,crate_cluster,pro_crate_cluster_11,7398.95,2120.5,0.39,0,industrial,32
dp_35_1,dumpster,pro_dumpster_01,7338.1,2179.0,0.44,0,industrial,32
dp_35_2,utility_box,pro_utility_box_05,7338.1,2201.75,0.47,0,industrial,32
dp_36_0,barrier,pro_barrier_07,7611.25,2012.1,0.46,0,industrial,32
dp_36_1,construction_barrel,pro_construction_barrel_15,7551.5,2102.3,0.42,0,industrial,32
dp_36_2,crate_cluster,pro_crate_cluster_11,7704.75,2012.1,0.4,0,industrial,32
dp_37_0,dumpster,pro_dumpster_16,9676.5,2087.53,0.48,0,industrial,32
dp_37_1,utility_box,pro_utility_box_05,9753.0,2023.7,0.43,0,industrial,32
dp_37_2,barrier,pro_barrier_07,9784.75,2023.7,0.4,0,industrial,32
dt_38_0,tree,veg_street_tree_01,13684.5,2067.63,0.91,0,dense_urban,31
dt_38_1,tree,veg_autumn_tree_04,13684.5,2112.07,0.94,0,dense_urban,31
dp_38_0,hydrant,pro_hydrant_02,13518.5,2067.63,0.44,0,dense_urban,32
dp_38_1,mailbox,pro_mailbox_04,13621.5,2010.2,0.47,0,dense_urban,32
dt_39_0,tree,veg_planter_tree_03,13801.83,2191.0,0.82,0,dense_urban,31
dt_39_1,tree,veg_planter_tree_10,13932.5,2128.13,0.78,0,dense_urban,31
dp_39_0,planter,pro_planter_13,13732.5,2083.27,0.41000000000000003,0,dense_urban,32
dp_39_1,hydrant,pro_hydrant_02,13858.17,2025.4,0.45,0,dense_urban,32
dt_40_0,tree,veg_street_tree_08,14185.0,2114.83,0.96,0,dense_urban,31
dt_40_1,tree,veg_planter_tree_10,14185.0,2160.17,0.96,0,dense_urban,31
dp_40_0,hydrant,pro_hydrant_17,13994.0,2114.83,0.46,0,dense_urban,32
dp_40_1,mailbox,pro_mailbox_04,13994.0,2160.17,0.42,0,dense_urban,32
dt_41_0,tree,veg_street_tree_01,14625.6,2086.17,0.94,0,dense_urban,31
dt_41_1,tree,veg_street_tree_08,14625.6,2139.83,0.84,0,dense_urban,31
dp_41_0,hydrant,pro_hydrant_17,14371.5,2086.17,0.38,0,dense_urban,32
dp_41_1,mailbox,pro_mailbox_04,14533.23,2019.5,0.38,0,dense_urban,32
dp_42_0,crate_cluster,pro_crate_cluster_11,7336.0,2263.75,0.44,0,industrial,32
dp_42_1,dumpster,pro_dumpster_01,7429.5,2224.5,0.47,0,industrial,32
dp_42_2,utility_box,pro_utility_box_05,7469.75,2224.5,0.48,0,industrial,32
dt_43_0,tree,veg_street_tree_08,12568.33,2460.5,0.88,0,dense_urban,31
dt_43_1,tree,veg_planter_tree_10,12661.0,2396.83,0.81,0,dense_urban,31
dp_43_0,bench,pro_bench_18,12518.0,2351.17,0.42,0,dense_urban,32
dp_43_1,utility_box,pro_utility_box_05,12605.67,2292.5,0.46,0,dense_urban,32
dt_44_0,tree,veg_planter_tree_03,14551.0,2357.33,0.89,0,dense_urban,31
dt_44_1,tree,veg_autumn_tree_04,14479.33,2438.0,0.81,0,dense_urban,31
dp_44_0,planter,pro_planter_13,14425.67,2313.0,0.41000000000000003,0,dense_urban,32
dp_44_1,hydrant,pro_hydrant_17,14359.0,2388.67,0.45,0,dense_urban,32
dp_45_0,barrier,pro_barrier_07,6603.5,2475.32,0.49,0,industrial,32
dp_45_1,construction_barrel,pro_construction_barrel_15,6603.5,2519.55,0.49,0,industrial,32
dp_45_2,crate_cluster,pro_crate_cluster_11,6603.5,2563.78,0.43,0,industrial,32
dp_46_0,dumpster,pro_dumpster_01,6946.0,2504.45,0.4,0,industrial,32
dp_46_1,utility_box,pro_utility_box_05,7044.0,2460.1,0.45,0,industrial,32
dp_46_2,barrier,pro_barrier_07,7086.5,2460.1,0.47,0,industrial,32
dp_47_0,utility_box,pro_utility_box_05,7209.0,2444.0,0.39,0,industrial,32
dp_47_1,barrier,pro_barrier_07,7209.0,2476.0,0.44,0,industrial,32
dp_47_2,construction_barrel,pro_construction_barrel_15,7209.0,2508.0,0.41000000000000003,0,industrial,32
dp_48_0,utility_box,pro_utility_box_05,7407.25,2416.5,0.49,0,industrial,32
dp_48_1,barrier,pro_barrier_07,7449.0,2416.5,0.43,0,industrial,32
dp_48_2,construction_barrel,pro_construction_barrel_15,7352.5,2500.75,0.4,0,industrial,32
dp_49_0,dumpster,pro_dumpster_16,10536.5,2433.5,0.43,0,industrial,32
dp_49_1,utility_box,pro_utility_box_05,10569.0,2433.5,0.46,0,industrial,32
dp_49_2,barrier,pro_barrier_07,10491.0,2542.5,0.42,0,industrial,32
dp_50_0,construction_barrel,pro_construction_barrel_15,11912.75,2457.0,0.43,0,industrial,32
dp_50_1,crate_cluster,pro_crate_cluster_11,11957.0,2457.0,0.46,0,industrial,32
dp_50_2,dumpster,pro_dumpster_16,11855.5,2586.85,0.48,0,industrial,32
dp_51_0,construction_barrel,pro_construction_barrel_15,12168.0,2465.0,0.43,0,industrial,32
dp_51_1,crate_cluster,pro_crate_cluster_11,12207.0,2465.0,0.46,0,industrial,32
dp_51_2,dumpster,pro_dumpster_16,12116.0,2561.18,0.42,0,industrial,32
dp_52_0,construction_barrel,pro_construction_barrel_15,12299.5,2469.75,0.48,0,industrial,32
dp_52_1,crate_cluster,pro_crate_cluster_11,12392.35,2429.5,0.49,0,industrial,32
dp_52_2,dumpster,pro_dumpster_16,12432.27,2429.5,0.43,0,industrial,32
dt_53_0,tree,veg_street_tree_01,14729.5,2470.37,0.9,0,dense_urban,31
dt_53_1,tree,veg_planter_tree_10,14659.17,2626.5,0.9299999999999999,0,dense_urban,31
dp_53_0,hydrant,pro_hydrant_17,14606.83,2388.3,0.46,0,dense_urban,32
dp_53_1,mailbox,pro_mailbox_04,14541.5,2539.43,0.42,0,dense_urban,32
dt_54_0,tree,veg_street_tree_01,14863.33,2606.5,0.91,0,dense_urban,31
dt_54_1,tree,veg_planter_tree_03,14988.0,2521.17,0.94,0,dense_urban,31
dp_54_0,bench,pro_bench_18,14797.0,2453.83,0.4,0,dense_urban,32
dp_54_1,utility_box,pro_utility_box_05,14916.67,2373.5,0.45,0,dense_urban,32
dp_55_0,crate_cluster,pro_crate_cluster_11,5968.0,2589.6,0.49,0,industrial,32
dp_55_1,dumpster,pro_dumpster_16,6015.0,2589.6,0.43,0,industrial,32
dp_55_2,utility_box,pro_utility_box_05,5908.0,2760.03,0.46,0,industrial,32
dp_56_0,construction_barrel,pro_construction_barrel_15,6110.0,2621.12,0.41000000000000003,0,industrial,32
dp_56_1,crate_cluster,pro_crate_cluster_11,6110.0,2658.75,0.45,0,industrial,32
dp_56_2,dumpster,pro_dumpster_16,6110.0,2696.38,0.47,0,industrial,32
dp_57_0,crate_cluster,pro_crate_cluster_11,6377.5,2619.9,0.41000000000000003,0,industrial,32
dp_57_1,dumpster,pro_dumpster_16,6377.5,2649.6,0.45,0,industrial,32
dp_57_2,utility_box,pro_utility_box_05,6377.5,2679.3,0.41000000000000003,0,industrial,32
dp_58_0,dumpster,pro_dumpster_01,6602.77,2653.5,0.48,0,industrial,32
dp_58_1,utility_box,pro_utility_box_05,6531.7,2725.0,0.49,0,industrial,32
dp_58_2,barrier,pro_barrier_07,6718.93,2653.5,0.49,0,industrial,32
dp_59_0,construction_barrel,pro_construction_barrel_15,7215.0,2616.6,0.46,0,industrial,32
dp_59_1,crate_cluster,pro_crate_cluster_11,7252.0,2616.6,0.48,0,industrial,32
dp_59_2,dumpster,pro_dumpster_01,7289.0,2616.6,0.43,0,industrial,32
dp_60_0,dumpster,pro_dumpster_01,10425.8,2700.75,0.47,0,industrial,32
dp_60_1,utility_box,pro_utility_box_05,10425.8,2729.0,0.48,0,industrial,32
dp_60_2,barrier,pro_barrier_07,10425.8,2757.25,0.43,0,industrial,32
dp_61_0,construction_barrel,pro_construction_barrel_15,12173.0,2603.5,0.48,0,industrial,32
dp_61_1,crate_cluster,pro_crate_cluster_11,12213.0,2603.5,0.49,0,industrial,32
dp_61_2,dumpster,pro_dumpster_01,12253.0,2603.5,0.43,0,industrial,32
dt_62_0,tree,veg_planter_tree_10,13574.83,2821.0,0.95,0,dense_urban,31
dt_62_1,tree,veg_autumn_tree_04,13713.5,2754.17,0.96,0,dense_urban,31
dp_62_0,mailbox,pro_mailbox_04,13501.5,2705.33,0.47,0,dense_urban,32
dp_62_1,bench,pro_bench_03,13635.17,2643.5,0.48,0,dense_urban,32
dt_63_0,tree,veg_planter_tree_10,13954.0,2662.63,0.85,0,dense_urban,31
dt_63_1,tree,veg_street_tree_01,13954.0,2707.07,0.79,0,dense_urban,31
dp_63_0,mailbox,pro_mailbox_04,13761.0,2662.63,0.46,0,dense_urban,32
dp_63_1,bench,pro_bench_03,13761.0,2707.07,0.48,0,dense_urban,32
dt_64_0,tree,veg_autumn_tree_04,14145.5,2643.77,0.74,0,dense_urban,31
dt_64_1,tree,veg_street_tree_08,14145.5,2699.63,0.74,0,dense_urban,31
dp_64_0,bench,pro_bench_03,13953.5,2643.77,0.41000000000000003,0,dense_urban,32
dp_64_1,utility_box,pro_utility_box_05,14073.83,2574.9,0.39,0,dense_urban,32
dt_65_0,tree,veg_autumn_tree_04,14341.0,2658.87,0.82,0,dense_urban,31
dt_65_1,tree,veg_autumn_tree_04,14341.0,2716.93,0.89,0,dense_urban,31
dp_65_0,bench,pro_bench_18,14194.0,2658.87,0.46,0,dense_urban,32
dp_65_1,utility_box,pro_utility_box_05,14194.0,2716.93,0.42,0,dense_urban,32
dt_66_0,tree,veg_autumn_tree_04,15221.3,2693.0,0.86,0,dense_urban,31
dt_66_1,tree,veg_planter_tree_10,15118.37,2787.0,0.8,0,dense_urban,31
dp_66_0,mailbox,pro_mailbox_04,15033.43,2642.0,0.49,0,dense_urban,32
dp_66_1,bench,pro_bench_18,15118.37,2642.0,0.43,0,dense_urban,32
dp_67_0,dumpster,pro_dumpster_16,5543.5,2859.55,0.47,0,industrial,32
dp_67_1,utility_box,pro_utility_box_05,5652.0,2811.9,0.42,0,industrial,32
dp_67_2,barrier,pro_barrier_07,5543.5,2928.85,0.46,0,industrial,32
dp_68_0,construction_barrel,pro_construction_barrel_15,6405.0,2763.6,0.43,0,industrial,32
dp_68_1,crate_cluster,pro_crate_cluster_11,6437.0,2763.6,0.4,0,industrial,32
dp_68_2,dumpster,pro_dumpster_01,6360.0,2895.4,0.39,0,industrial,32
dp_69_0,construction_barrel,pro_construction_barrel_15,10475.5,2892.5,0.4,0,industrial,32
dp_69_1,crate_cluster,pro_crate_cluster_11,10475.5,2921.0,0.39,0,industrial,32
dp_69_2,dumpster,pro_dumpster_01,10601.38,2851.0,0.44,0,industrial,32
dp_70_0,crate_cluster,pro_crate_cluster_11,11751.0,2821.75,0.43,0,industrial,32
dp_70_1,dumpster,pro_dumpster_16,11751.0,2848.0,0.4,0,industrial,32
dp_70_2,utility_box,pro_utility_box_05,11751.0,2874.25,0.45,0,industrial,32
dt_71_0,tree,veg_autumn_tree_04,12551.47,2933.5,0.96,0,dense_urban,31
dt_71_1,tree,veg_planter_tree_03,12705.0,2873.17,0.96,0,dense_urban,31
dp_71_0,mailbox,pro_mailbox_04,12470.7,2830.83,0.45,0,dense_urban,32
dp_71_1,bench,pro_bench_03,12470.7,2873.17,0.47,0,dense_urban,32
dt_72_0,tree,veg_planter_tree_03,13745.0,2871.33,0.8,0,dense_urban,31
dt_72_1,tree,veg_street_tree_08,13643.4,2960.0,0.77,0,dense_urban,31
dp_72_0,planter,pro_planter_13,13559.8,2823.0,0.47,0,dense_urban,32
dp_72_1,hydrant,pro_hydrant_02,13643.4,2823.0,0.42,0,dense_urban,32
dt_73_0,tree,veg_street_tree_08,15371.7,2885.17,0.74,0,dense_urban,31
dt_73_1,tree,veg_street_tree_08,15306.63,2986.5,0.85,0,dense_urban,31
dp_73_0,hydrant,pro_hydrant_17,15259.57,2830.5,0.4,0,dense_urban,32
dp_73_1,mailbox,pro_mailbox_04,15199.5,2926.83,0.45,0,dense_urban,32
dp_74_0,crate_cluster,pro_crate_cluster_11,4982.5,2999.7,0.39,0,industrial,32
dp_74_1,dumpster,pro_dumpster_01,4934.0,3095.85,0.44,0,industrial,32
dp_74_2,utility_box,pro_utility_box_05,4934.0,3137.42,0.41000000000000003,0,industrial,32
dp_75_0,dumpster,pro_dumpster_16,5164.25,2981.7,0.47,0,industrial,32
dp_75_1,utility_box,pro_utility_box_05,5108.5,3077.85,0.42,0,industrial,32
dp_75_2,barrier,pro_barrier_07,5108.5,3119.42,0.46,0,industrial,32
dp_76_0,utility_box,pro_utility_box_05,5356.5,2964.1,0.39,0,industrial,32
dp_76_1,barrier,pro_barrier_07,5400.0,2964.1,0.44,0,industrial,32
dp_76_2,construction_barrel,pro_construction_barrel_15,5300.0,3082.03,0.47,0,industrial,32
dp_77_0,construction_barrel,pro_construction_barrel_15,5544.0,3028.3,0.42,0,industrial,32
dp_77_1,crate_cluster,pro_crate_cluster_11,5544.0,3055.7,0.46,0,industrial,32
dp_77_2,dumpster,pro_dumpster_16,5671.0,2987.9,0.48,0,industrial,32
dp_78_0,dumpster,pro_dumpster_16,10285.5,3002.07,0.46,0,industrial,32
dp_78_1,utility_box,pro_utility_box_05,10372.0,2936.6,0.42,0,industrial,32
dp_78_2,barrier,pro_barrier_07,10408.75,2936.6,0.46,0,industrial,32
dt_79_0,tree,veg_planter_tree_10,12673.0,3094.83,0.85,0,dense_urban,31
dt_79_1,tree,veg_planter_tree_03,12583.73,3185.5,0.79,0,dense_urban,31
dp_79_0,planter,pro_planter_13,12512.47,3045.5,0.45,0,dense_urban,32
dp_79_1,hydrant,pro_hydrant_02,12428.2,3131.17,0.41000000000000003,0,dense_urban,32
dt_80_0,tree,veg_street_tree_08,13685.5,3093.5,0.78,0,dense_urban,31
dt_80_1,tree,veg_street_tree_01,13685.5,3128.5,0.87,0,dense_urban,31
dp_80_0,hydrant,pro_hydrant_17,13473.7,3093.5,0.43,0,dense_urban,32
dp_80_1,mailbox,pro_mailbox_04,13473.7,3128.5,0.4,0,dense_urban,32
dt_81_0,tree,veg_street_tree_01,15100.53,3173.0,0.89,0,dense_urban,31
dt_81_1,tree,veg_planter_tree_10,15242.6,3119.67,0.81,0,dense_urban,31
dp_81_0,hydrant,pro_hydrant_17,15025.5,3084.33,0.48,0,dense_urban,32
dp_81_1,mailbox,pro_mailbox_04,15025.5,3119.67,0.49,0,dense_urban,32
dp_82_0,dumpster,pro_dumpster_16,6634.27,3220.5,0.42,0,industrial,32
dp_82_1,utility_box,pro_utility_box_05,6565.5,3291.0,0.46,0,industrial,32
dp_82_2,barrier,pro_barrier_07,6745.82,3220.5,0.42,0,industrial,32
dt_83_0,tree,veg_street_tree_01,11885.1,3257.83,0.83,0,dense_urban,31
dt_83_1,tree,veg_planter_tree_03,11798.9,3356.5,0.9,0,dense_urban,31
dp_83_0,hydrant,pro_hydrant_17,11730.7,3204.5,0.4,0,dense_urban,32
dp_83_1,mailbox,pro_mailbox_04,11798.9,3204.5,0.45,0,dense_urban,32
dt_84_0,tree,veg_autumn_tree_04,12707.5,3257.5,0.9,0,dense_urban,31
dt_84_1,tree,veg_planter_tree_03,12707.5,3290.5,0.9299999999999999,0,dense_urban,31
dp_84_0,utility_box,pro_utility_box_05,12427.0,3257.5,0.4,0,dense_urban,32
dp_84_1,planter,pro_planter_13,12427.0,3290.5,0.45,0,dense_urban,32
dt_85_0,tree,veg_planter_tree_03,14794.5,3262.93,0.89,0,dense_urban,31
dt_85_1,tree,veg_street_tree_01,14718.83,3369.8,0.81,0,dense_urban,31
dp_85_0,mailbox,pro_mailbox_04,14661.17,3205.5,0.45,0,dense_urban,32
dp_85_1,bench,pro_bench_03,14590.5,3307.37,0.41000000000000003,0,dense_urban,32
dt_86_0,tree,veg_street_tree_01,15149.5,3244.87,0.78,0,dense_urban,31
dt_86_1,tree,veg_planter_tree_10,15079.83,3335.0,0.76,0,dense_urban,31
dp_86_0,mailbox,pro_mailbox_04,15028.17,3195.8,0.42,0,dense_urban,32
dp_86_1,bench,pro_bench_18,15079.83,3195.8,0.4,0,dense_urban,32
dt_87_0,tree,veg_street_tree_01,15274.77,3356.5,0.75,0,dense_urban,31
dt_87_1,tree,veg_planter_tree_03,15342.53,3356.5,0.74,0,dense_urban,31
dp_87_0,planter,pro_planter_13,15274.77,3216.5,0.43,0,dense_urban,32
dp_87_1,hydrant,pro_hydrant_02,15194.0,3302.17,0.46,0,dense_urban,32
dt_88_0,tree,veg_planter_tree_10,4525.5,3396.67,0.9,0,residential,31
dt_88_1,tree,veg_autumn_tree_04,4525.5,3446.83,0.82,0,residential,31
dp_88_0,hydrant,pro_hydrant_17,4371.5,3421.75,0.41000000000000003,0,residential,32
dt_89_0,tree,veg_planter_tree_10,4623.0,3519.0,0.96,0,residential,31
dt_89_1,tree,veg_street_tree_01,4669.0,3519.0,0.85,0,residential,31
dp_89_0,bench,pro_bench_18,4646.0,3361.3,0.47,0,residential,32
