route_id,point_order,x,y
walk_06,6,13281.16,4537.41
walk_06,7,13641.03,4344.78
walk_06,8,13671.72,4317.1
walk_06,9,13685.12,4280.43
walk_06,10,13677.63,4244.58
walk_06,11,13651.26,4219.16
walk_06,12,13613.08,4210.98
walk_06,13,13573.31,4222.24
walk_06,14,13266.14,4398.21
walk_06,15,12646.61,4320.51
walk_06,16,12407.5,4202.24
walk_06,17,12342.48,4185.46
walk_06,18,12274.54,4195.25
walk_06,19,12213.37,4227.01
walk_06,20,12162.21,4271.07
walk_06,21,12138.02,4304.58
walk_06,22,12132.64,4343.26
walk_06,23,12147.5,4376.73
walk_06,24,12178.62,4396.04
walk_06,25,12217.67,4396.0
walk_07,0,9961.67,1580.25
walk_07,1,9964.11,1802.18
walk_07,2,10175.96,2374.87
walk_07,3,10034.76,2769.82
walk_07,4,10007.09,2814.4
walk_07,5,9952.17,2848.13
walk_07,6,9858.22,2870.7
walk_07,7,9719.93,2875.93
walk_07,8,9680.08,2886.89
walk_07,9,9651.66,2913.67
walk_07,10,9642.27,2949.07
walk_07,11,9654.44,2983.61
walk_07,12,9684.9,3008.04
walk_07,13,9725.49,3015.81
walk_07,14,9876.02,3009.56
walk_07,15,10004.17,2978.11
walk_07,16,10104.53,2914.92
walk_07,17,10165.44,2820.02
walk_07,18,10315.64,2365.41
walk_07,19,10099.23,1765.54
walk_07,20,10101.67,1580.25
walk_07,21,10092.29,1540.0
walk_07,22,10066.67,1510.53
walk_07,23,10031.67,1499.75
walk_07,24,9996.67,1510.53
walk_07,25,9971.05,1540.0
