route_id,point_order,x,y
bike_022,6,11030.13,3059.55
bike_022,7,11035.48,3054.65
bike_022,8,11038.06,3047.42
bike_022,9,11085.08,2633.37
bike_022,10,11201.2,2447.23
bike_022,11,11203.66,2439.96
bike_022,12,11202.5,2432.8
bike_022,13,11198.03,2427.68
bike_022,14,11191.45,2425.95
bike_022,15,11184.52,2428.09
bike_024,0,2386.96,7623.89
bike_024,1,2582.36,7909.62
bike_024,2,2634.16,8191.17
bike_024,3,2637.23,8198.2
bike_024,4,2642.91,8202.71
bike_024,5,2649.66,8203.5
bike_024,6,2655.69,8200.35
bike_024,7,2659.37,8194.1
bike_024,8,2659.72,8186.43
bike_024,9,2606.2,7899.24
bike_024,10,2408.44,7609.23
bike_024,11,2402.78,7604.04
bike_024,12,2395.77,7602.2
bike_024,13,2389.27,7604.21
bike_024,14,2385.03,7609.53
bike_024,15,2384.19,7616.74
bike_025,0,13051.88,2190.6
bike_025,1,13109.79,2819.01
bike_025,2,13112.22,2826.3
bike_025,3,13117.46,2831.31
bike_025,4,13124.11,2832.71
bike_025,5,13130.4,2830.12
bike_025,6,13134.64,2824.23
bike_025,7,13135.69,2816.63
bike_025,8,13077.78,2188.22
bike_025,9,13075.35,2180.93
bike_025,10,13070.11,2175.92
bike_025,11,13063.46,2174.52
bike_025,12,13057.17,2177.11
bike_025,13,13052.93,2183.0
bike_026,0,4477.38,8523.72
bike_026,1,4626.57,9125.8
bike_026,2,4630.06,9132.63
bike_026,3,4635.99,9136.8
bike_026,4,4642.79,9137.18
bike_026,5,4648.61,9133.67
bike_026,6,4651.92,9127.22
bike_026,7,4651.81,9119.54
bike_026,8,4502.62,8517.46
bike_026,9,4499.13,8510.63
bike_026,10,4493.2,8506.46
bike_026,11,4486.4,8506.08
bike_026,12,4480.58,8509.59
bike_026,13,4477.27,8516.04
bike_027,0,10833.92,6546.89
bike_027,1,11046.67,6825.45
bike_027,2,11084.16,7071.11
bike_027,3,11087.03,7078.23
bike_027,4,11092.57,7082.91
bike_027,5,11099.3,7083.89
bike_027,6,11105.42,7080.92
bike_027,7,11109.28,7074.78
bike_027,8,11109.86,7067.13
bike_027,9,11070.13,6814.27
bike_027,10,10854.6,6531.13
bike_027,11,10848.68,6526.24
bike_027,12,10841.58,6524.77
bike_027,13,10835.2,6527.12
bike_027,14,10831.24,6532.66
bike_027,15,10830.77,6539.89
bike_028,0,2683.46,5972.97
bike_028,1,2816.85,6561.0
bike_028,2,2820.2,6567.9
bike_028,3,2826.06,6572.18
bike_028,4,2832.84,6572.7
bike_028,5,2838.73,6569.31
bike_028,6,2842.16,6562.92
bike_028,7,2842.21,6555.24
bike_028,8,2708.82,5967.21
bike_028,9,2705.47,5960.31
bike_028,10,2699.61,5956.03
bike_028,11,2692.83,5955.51
bike_028,12,2686.94,5958.9
bike_028,13,2683.51,5965.29
bike_029,0,3699.76,6604.86
bike_029,1,3829.64,7184.12
bike_029,2,3832.98,7191.04
bike_029,3,3838.82,7195.34
bike_029,4,3845.6,7195.87
bike_029,5,3851.51,7192.49
bike_029,6,3854.95,7186.11
bike_029,7,3855.02,7178.44
bike_029,8,3725.14,6599.18
bike_029,9,3721.8,6592.26
bike_029,10,3715.96,6587.96
bike_029,11,3709.18,6587.43
bike_029,12,3703.27,6590.81
bike_029,13,3699.83,6597.19
bike_030,0,4261.33,6735.9
bike_030,1,4361.37,7316.91
bike_030,2,4364.35,7323.98
bike_030,3,4369.97,7328.56
bike_030,4,4376.72,7329.43
bike_030,5,4382.78,7326.36
bike_030,6,4386.54,7320.16
bike_030,7,4386.99,7312.49
bike_030,8,4286.95,6731.48
bike_030,9,4283.97,6724.41
bike_030,10,4278.35,6719.83
bike_030,11,4271.6,6718.96
bike_030,12,4265.54,6722.03
bike_030,13,4261.78,6728.23
bike_031,0,14034.9,5001.08
bike_031,1,13940.1,5578.58
bike_031,2,13940.61,5586.24
bike_031,3,13944.42,5592.41
bike_031,4,13950.51,5595.44
bike_031,5,13957.25,5594.52
bike_031,6,13962.83,5589.89
bike_031,7,13965.76,5582.8
bike_031,8,14060.56,5005.3
bike_031,9,14060.05,4997.64
bike_031,10,14056.24,4991.47
bike_031,11,14050.15,4988.44
bike_031,12,14043.41,4989.36
bike_031,13,14037.83,4993.99
bike_033,0,6149.94,6923.5
bike_033,1,6081.47,7490.46
bike_033,2,6082.31,7498.09
bike_033,3,6086.37,7504.09
bike_033,4,6092.59,7506.86
bike_033,5,6099.28,7505.65
bike_033,6,6104.66,7500.79
bike_033,7,6107.29,7493.58
bike_033,8,6175.76,6926.62
bike_033,9,6174.92,6918.99
bike_033,10,6170.86,6912.99
bike_033,11,6164.64,6910.22
bike_033,12,6157.95,6911.43
bike_033,13,6152.57,6916.29
