camera_mode,profile_id,animation,sheet,direction_rows,frame_count,fps,loop,cell_width,cell_height
isometric,jacket_black_ponytail_shades,prone_3,isometric/fluid/jacket_black_ponytail_shades/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
isometric,tshirt_red_cap_shorts,walk_8,isometric/fluid/tshirt_red_cap_shorts/walk_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
isometric,tshirt_red_cap_shorts,turn_8,isometric/fluid/tshirt_red_cap_shorts/turn_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,5,10,false,256,256
isometric,tshirt_red_cap_shorts,jump_9,isometric/fluid/tshirt_red_cap_shorts/jump_9_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,9,12,false,256,256
isometric,tshirt_red_cap_shorts,crouch_3,isometric/fluid/tshirt_red_cap_shorts/crouch_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,9,false,256,256
isometric,tshirt_red_cap_shorts,prone_3,isometric/fluid/tshirt_red_cap_shorts/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
isometric,rider_fullface,walk_8,isometric/fluid/rider_fullface/walk_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
isometric,rider_fullface,turn_8,isometric/fluid/rider_fullface/turn_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,5,10,false,256,256
isometric,rider_fullface,jump_9,isometric/fluid/rider_fullface/jump_9_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,9,12,false,256,256
isometric,rider_fullface,crouch_3,isometric/fluid/rider_fullface/crouch_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,9,false,256,256
isometric,rider_fullface,prone_3,isometric/fluid/rider_fullface/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
topdown,tshirt_blue_curly,walk_8,topdown/fluid/tshirt_blue_curly/walk_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,tshirt_blue_curly,turn_8,topdown/fluid/tshirt_blue_curly/turn_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,5,10,false,256,256
topdown,tshirt_blue_curly,jump_9,topdown/fluid/tshirt_blue_curly/jump_9_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,9,12,false,256,256
topdown,tshirt_blue_curly,crouch_3,topdown/fluid/tshirt_blue_curly/crouch_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,9,false,256,256
topdown,tshirt_blue_curly,prone_3,topdown/fluid/tshirt_blue_curly/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
topdown,tshirt_red_cap_shorts,walk_8,topdown/fluid/tshirt_red_cap_shorts/walk_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,tshirt_red_cap_shorts,turn_8,topdown/fluid/tshirt_red_cap_shorts/turn_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,5,10,false,256,256
topdown,tshirt_red_cap_shorts,jump_9,topdown/fluid/tshirt_red_cap_shorts/jump_9_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,9,12,false,256,256
topdown,tshirt_red_cap_shorts,crouch_3,topdown/fluid/tshirt_red_cap_shorts/crouch_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,9,false,256,256
topdown,tshirt_red_cap_shorts,prone_3,topdown/fluid/tshirt_red_cap_shorts/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
topdown,hoodie_olive_fade_mask,walk_8,topdown/fluid/hoodie_olive_fade_mask/walk_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,hoodie_olive_fade_mask,turn_8,topdown/fluid/hoodie_olive_fade_mask/turn_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,5,10,false,256,256
topdown,hoodie_olive_fade_mask,jump_9,topdown/fluid/hoodie_olive_fade_mask/jump_9_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,9,12,false,256,256
topdown,hoodie_olive_fade_mask,crouch_3,topdown/fluid/hoodie_olive_fade_mask/crouch_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,9,false,256,256
topdown,hoodie_olive_fade_mask,prone_3,topdown/fluid/hoodie_olive_fade_mask/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
topdown,jacket_black_ponytail_shades,walk_8,topdown/fluid/jacket_black_ponytail_shades/walk_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,jacket_black_ponytail_shades,turn_8,topdown/fluid/jacket_black_ponytail_shades/turn_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,5,10,false,256,256
topdown,jacket_black_ponytail_shades,jump_9,topdown/fluid/jacket_black_ponytail_shades/jump_9_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,9,12,false,256,256
topdown,jacket_black_ponytail_shades,crouch_3,topdown/fluid/jacket_black_ponytail_shades/crouch_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,9,false,256,256
topdown,jacket_black_ponytail_shades,prone_3,topdown/fluid/jacket_black_ponytail_shades/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
topdown,rider_fullface,walk_8,topdown/fluid/rider_fullface/walk_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,rider_fullface,turn_8,topdown/fluid/rider_fullface/turn_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,5,10,false,256,256
topdown,rider_fullface,jump_9,topdown/fluid/rider_fullface/jump_9_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,9,12,false,256,256
topdown,rider_fullface,crouch_3,topdown/fluid/rider_fullface/crouch_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,9,false,256,256
topdown,rider_fullface,prone_3,topdown/fluid/rider_fullface/prone_3_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,3,7,false,256,256
isometric,tshirt_blue_curly,breathing_6,isometric/fluid/tshirt_blue_curly/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
isometric,tshirt_blue_curly,waiting_12,isometric/fluid/tshirt_blue_curly/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
isometric,hoodie_olive_fade_mask,breathing_6,isometric/fluid/hoodie_olive_fade_mask/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
isometric,hoodie_olive_fade_mask,waiting_12,isometric/fluid/hoodie_olive_fade_mask/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
isometric,jacket_black_ponytail_shades,breathing_6,isometric/fluid/jacket_black_ponytail_shades/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
isometric,jacket_black_ponytail_shades,waiting_12,isometric/fluid/jacket_black_ponytail_shades/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
isometric,tshirt_red_cap_shorts,breathing_6,isometric/fluid/tshirt_red_cap_shorts/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
isometric,tshirt_red_cap_shorts,waiting_12,isometric/fluid/tshirt_red_cap_shorts/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
isometric,rider_fullface,breathing_6,isometric/fluid/rider_fullface/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
isometric,rider_fullface,waiting_12,isometric/fluid/rider_fullface/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
topdown,tshirt_blue_curly,breathing_6,topdown/fluid/tshirt_blue_curly/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
topdown,tshirt_blue_curly,waiting_12,topdown/fluid/tshirt_blue_curly/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
topdown,hoodie_olive_fade_mask,breathing_6,topdown/fluid/hoodie_olive_fade_mask/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
topdown,hoodie_olive_fade_mask,waiting_12,topdown/fluid/hoodie_olive_fade_mask/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
topdown,jacket_black_ponytail_shades,breathing_6,topdown/fluid/jacket_black_ponytail_shades/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
topdown,jacket_black_ponytail_shades,waiting_12,topdown/fluid/jacket_black_ponytail_shades/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
topdown,tshirt_red_cap_shorts,breathing_6,topdown/fluid/tshirt_red_cap_shorts/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
topdown,tshirt_red_cap_shorts,waiting_12,topdown/fluid/tshirt_red_cap_shorts/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
topdown,rider_fullface,breathing_6,topdown/fluid/rider_fullface/breathing_6_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,6,3,true,256,256
topdown,rider_fullface,waiting_12,topdown/fluid/rider_fullface/waiting_12_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,12,4,true,256,256
isometric,tshirt_blue_curly,run_wide_8,isometric/fluid/tshirt_blue_curly/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
isometric,hoodie_olive_fade_mask,run_wide_8,isometric/fluid/hoodie_olive_fade_mask/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
isometric,jacket_black_ponytail_shades,run_wide_8,isometric/fluid/jacket_black_ponytail_shades/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
isometric,tshirt_red_cap_shorts,run_wide_8,isometric/fluid/tshirt_red_cap_shorts/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
isometric,rider_fullface,run_wide_8,isometric/fluid/rider_fullface/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,tshirt_blue_curly,run_wide_8,topdown/fluid/tshirt_blue_curly/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,tshirt_red_cap_shorts,run_wide_8,topdown/fluid/tshirt_red_cap_shorts/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,hoodie_olive_fade_mask,run_wide_8,topdown/fluid/hoodie_olive_fade_mask/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,jacket_black_ponytail_shades,run_wide_8,topdown/fluid/jacket_black_ponytail_shades/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
topdown,rider_fullface,run_wide_8,topdown/fluid/rider_fullface/run_wide_8_8dir.png,north;northeast;east;southeast;south;southwest;west;northwest,8,12,true,256,256
